MovieId,Number,VideoPath,MissingFields,ProtectedFields,ProviderPlan,Status,FailureCategory,Attempts,ElapsedMilliseconds,AddedFields,Reason
1153,"","Z:\bcbcbcbc\ca-ES\data\未分类\论坛大神2023最新性爱投稿 桃心丝袜的老婆淫荡做爱 全新姿势啪啪 高清1080P原版无水印.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1158,"","Z:\bcbcbcbc\ca-ES\data\未分类\工作不仔细给公司造成重大损失 性感秘书被老板操完还要给舔干净 -十万网红美女 美酱.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1164,"","Z:\bcbcbcbc\ca-ES\data\未分类\电竞少女cos西施约见 网友小姐姐不料是个男的被按到床上内射中出.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1188,"FC2-1888207","Z:\bcbcbcbc\ca-ES\data\未分类\fc1888207_sp.mp4","Actors|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-1888207 与文件重识别 FC-1888207 不一致。"
1221,"","Z:\bcbcbcbc\ca-ES\data\未分类\G0104.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1222,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1202.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1223,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1315.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1224,"","Z:\bcbcbcbc\ca-ES\data\未分类\G3122.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1245,"NAPK-1602","Z:\bcbcbcbc\ca-ES\data\未分类\NYAP-2P+四星.mp4","Actors|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1246,"FC2-3059148","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-3059148+五星+无码+高颜值-1.mp4","Actors|Series|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1270,"230ORECO-048","Z:\bcbcbcbc\ca-ES\data\未分类\230ORECO-048.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
1288,"FC2-1932561","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-1932561+四星+无码.mp4","Actors|Series|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1295,"229SCUTE-1429","Z:\bcbcbcbc\ca-ES\data\未分类\229SCUTE-1429.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
1296,"230ORECO-050","Z:\bcbcbcbc\ca-ES\data\未分类\230ORECO-050.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
1310,"FC2-4025269","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-4025269+四星+无码+高颜值-1.mp4","Actors|Genres|Poster|Fanart|Series|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1326,"","Z:\bcbcbcbc\ca-ES\data\未分类\manyvids.2023.shinaryen.halloween.threesome.with.witch.and.slutty.kitty.creampie.xxx.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Conflict","CodeConflict",0,0,"","数据库番号  与文件重识别 MANYVIDS-2023 不一致。"
1346,"","Z:\bcbcbcbc\ca-ES\data\未分类\91情深叉喔 同学聚会前的巨乳骚妻性爱体验 爽滑胸推奸淫巨乳 坚硬大屌爆肏蜜穴 淫靡中出精液.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1348,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1314.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1349,"","Z:\bcbcbcbc\ca-ES\data\未分类\G1713.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1400,"HOMEV-005","Z:\bcbcbcbc\ca-ES\data\已命名电影\HOMEV-005+四星+高颜值.mp4","Actors|Genres|Series|Director|Studio","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
1430,"FC2-1780072","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-1780072+五星+高颜值.mp4","Actors|Genres|Series|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1463,"MKHH-8U","Z:\bcbcbcbc\ca-ES\data\已命名电影\MKHH-8U+五星+娇小可爱清纯+换脸AI+高颜值.mp4","NFO|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1478,"","Z:\bcbcbcbc\ca-ES\data\已命名电影\+五星+外国+大屌+无码.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1484,"ABF-089H","Z:\bcbcbcbc\ca-ES\data\已命名电影\ABF-089H+五星+娇小可爱清纯+高颜值.mp4","NFO|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1490,"","Z:\bcbcbcbc\ca-ES\data\未分类\032.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1491,"","Z:\bcbcbcbc\ca-ES\data\未分类\045.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1492,"","Z:\bcbcbcbc\ca-ES\data\未分类\046.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1493,"","Z:\bcbcbcbc\ca-ES\data\未分类\048.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1494,"","Z:\bcbcbcbc\ca-ES\data\未分类\049.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1495,"","Z:\bcbcbcbc\ca-ES\data\未分类\051.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1496,"","Z:\bcbcbcbc\ca-ES\data\未分类\052.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1497,"","Z:\bcbcbcbc\ca-ES\data\未分类\053.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1498,"","Z:\bcbcbcbc\ca-ES\data\未分类\055.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1499,"","Z:\bcbcbcbc\ca-ES\data\未分类\056.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1500,"","Z:\bcbcbcbc\ca-ES\data\未分类\057.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1501,"","Z:\bcbcbcbc\ca-ES\data\未分类\80多斤顶级美腿！翘起屁股求操！打开门楼道后入，开档内裤骑乘自慰，高潮狂喷淫水太骚了.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1502,"","Z:\bcbcbcbc\ca-ES\data\未分类\061.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1503,"","Z:\bcbcbcbc\ca-ES\data\未分类\060.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1504,"","Z:\bcbcbcbc\ca-ES\data\未分类\059.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1505,"","Z:\bcbcbcbc\ca-ES\data\未分类\058.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1511,"FSOG-008","Z:\bcbcbcbc\ca-ES\data\已命名电影\FSOG-008+不露脸+五星+国产+娇小可爱清纯+白虎.mp4","NFO|Series|Director|Studio|ReleaseDate","","MetaTube|JavBus|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
1515,"STP-33959","Z:\bcbcbcbc\ca-ES\data\已命名电影\STP-33959+四星+多人.mp4","NFO|Series|Director|Studio|ReleaseDate","","MetaTube|JavBus|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
1516,"FC2-1586940","Z:\bcbcbcbc\ca-ES\data\未分类\fc1586940_SP.mp4","Actors|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-1586940 与文件重识别 FC-1586940 不一致。"
1525,"SONE-2130","Z:\bcbcbcbc\ca-ES\data\已命名电影\SONE-2130+四星+娇小可爱清纯.mp4","NFO|Series|Director|Studio|ReleaseDate","","MetaTube|JavBus|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
1651,"SEG-1274153949","Z:\bcbcbcbc\ca-ES\data\已命名电影\SEG-1274153949+BCBCBC+不露脸+五星+好身材大长腿+无码+短片.mp4","NFO|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1652,"SEG-915370311","Z:\bcbcbcbc\ca-ES\data\已命名电影\SEG-915370311+不露脸+五星+国产+捅主任.mp4","NFO|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1669,"230ORECO-882","E:\完成\230ORECO-882.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
1795,"","E:\完成\Abigaile Johnson - Foreign Teen Rub Down.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1805,"","Z:\bcbcbcbc\ca-ES\data\未分类\91情深叉喔 极品反差女仆连续榨精三天 无敌巨乳嫩穴 吸精摄魂当代聂小倩 发情的女人最恐怖.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1806,"AAP-2270","Z:\bcbcbcbc\ca-ES\data\已命名电影\AAP-2270+五星+国产+白虎+高颜值.mp4","NFO|Series|Director|Studio|ReleaseDate","","MetaTube|JavBus|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
1841,"230ORECZ-179","E:\完成\230ORECZ-179.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
1842,"230ORECZ-181","E:\完成\230ORECZ-181.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
1905,"","Z:\bcbcbcbc\ca-ES\data\未分类2\叔侄乱伦】，推特坏叔叔，乱伦大神【侄女小夕】付费福利，娇嫩00后小侄女被各种玩肏.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
1983,"FC2-1206782","Z:\bcbcbcbc\ca-ES\data\未分类\fc1206782_sp (2).mp4","Actors|Genres|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-1206782 与文件重识别 FC-1206782 不一致。"
2007,"FC2-4828947","Z:\bcbcbcbc\ca-ES\data\未分类2\FC2PPV- 4828947- 2.mp4","Actors|Genres|Poster|Fanart|Description|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-4828947 与文件重识别 FC2-PPV-4828947 不一致。"
2167,"","F:\完成2\ai女友.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2273,"546EROFV-379","F:\完成2\546EROFV-379.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2336,"C-2237","F:\完成2\C-2237.mp4","Actors|Description|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2337,"C-2246","F:\完成2\C-2246AI.mp4","Actors|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2338,"C-2258","F:\完成2\C-2258.mp4","Actors|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2452,"","F:\完成2\kkm hsqq.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2453,"","F:\完成2\Mgs数字代购.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2504,"DNW-053","Z:\bcbcbcbc\ca-ES\data\已命名电影\DNW-053+四星-2.mp4","Actors|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2505,"FC2-1288053+四星+无码-2","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-1288053+四星+无码-2.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2506,"FC2-3059148+五星+无码+高颜值-2","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-3059148+五星+无码+高颜值-2.mp4","Actors|Poster|Fanart|Series|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2507,"FC2-3061625+0+五星+无码+白虎+高颜值","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-3061625+0+五星+无码+白虎+高颜值.mp4","Actors|Poster|Fanart|Series|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2508,"FC2-4025269+四星+无码+高颜值-2","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-4025269+四星+无码+高颜值-2.mp4","Actors|Genres|Poster|Fanart|Series|Director","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2509,"FC2-880652+0+无码+高颜值","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-880652+0+无码+高颜值.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2510,"FC2-880652+无码+高颜值-2","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-880652+无码+高颜值-2.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2511,"FC2-880652+无码+高颜值-3","Z:\bcbcbcbc\ca-ES\data\已命名电影\FC2-880652+无码+高颜值-3.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Skipped","CodeInvalid",0,0,"","番号识别置信度低于自动联网阈值。"
2513,"HHD-800","Z:\bcbcbcbc\ca-ES\data\已命名电影\HHD-800+骑兵.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2540,"VIDEO-2020","Z:\bcbcbcbc\ca-ES\data\已命名电影\VIDEO-2020-国产+好身材大长腿+短片-2.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2542,"200GANA-1570","Z:\bcbcbcbc\ca-ES\data\未分类\200GANA-1570.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2543,"224DTSL-055","Z:\bcbcbcbc\ca-ES\data\未分类\224DTSL-055.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2558,"380SQB-225","Z:\bcbcbcbc\ca-ES\data\未分类\380SQB-225.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2559,"420HOI-245","Z:\bcbcbcbc\ca-ES\data\未分类\420HOI-245.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2560,"420POW-062","Z:\bcbcbcbc\ca-ES\data\未分类\420POW-062.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2567,"534IND-119","Z:\bcbcbcbc\ca-ES\data\未分类\534IND-119.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2568,"534POK-040","Z:\bcbcbcbc\ca-ES\data\未分类\534POK-040.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2569,"726ANKK-017","Z:\bcbcbcbc\ca-ES\data\未分类\726ANKK-017.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2570,"777YMYM-030","Z:\bcbcbcbc\ca-ES\data\未分类\777YMYM-030.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2587,"BNST-077","Z:\bcbcbcbc\ca-ES\data\未分类\BNST-077.mp4","Actors","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2595,"FC2-PPV-1245249","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-1245249.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2597,"FC2-PPV-1288053_D","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-1288053_D.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-PPV-1288053_D 与文件重识别 FC2-PPV-1288053 不一致。"
2598,"FC2-PPV-1293958","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-1293958.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2599,"FC2-PPV-1612485","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-1612485.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2600,"FC2-PPV-1628569_1","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-1628569_1.mp4","Actors|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-PPV-1628569_1 与文件重识别 FC2-PPV-1628569 不一致。"
2601,"FC2-PPV-1628569_2","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-1628569_2.mp4","Actors|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-PPV-1628569_2 与文件重识别 FC2-PPV-1628569 不一致。"
2602,"FC2-PPV-1897157","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-1897157.mp4","Actors|Genres|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2603,"FC2-PPV-1935684","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-1935684.mp4","Actors|Genres|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2604,"FC2-PPV-1939976_1","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-1939976_1.mp4","Actors|Poster|Fanart|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-PPV-1939976_1 与文件重识别 FC2-PPV-1939976 不一致。"
2605,"FC2-PPV-1939976_2","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-1939976_2.mp4","Actors|Poster|Fanart|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-PPV-1939976_2 与文件重识别 FC2-PPV-1939976 不一致。"
2606,"FC2-PPV-1939976_3","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-1939976_3.mp4","Actors|Poster|Fanart|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-PPV-1939976_3 与文件重识别 FC2-PPV-1939976 不一致。"
2607,"FC2-PPV-2050468_1","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2050468_1.mp4","Actors|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-PPV-2050468_1 与文件重识别 FC2-PPV-2050468 不一致。"
2608,"FC2-PPV-2050468_2","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2050468_2.mp4","Actors|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-PPV-2050468_2 与文件重识别 FC2-PPV-2050468 不一致。"
2609,"FC2-PPV-2227960","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2227960.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2610,"FC2-PPV-2319995","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2319995.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2611,"FC2-PPV-2319995_2","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2319995_2.mp4","Actors|Series|Director","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-PPV-2319995_2 与文件重识别 FC2-PPV-2319995 不一致。"
2612,"FC2-PPV-2486345_1","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2486345_1.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-PPV-2486345_1 与文件重识别 FC2-PPV-2486345 不一致。"
2613,"FC2-PPV-2486345_3","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2486345_3.mp4","Actors|Genres|Poster|Fanart|NFO|Description|Series|Director|Studio|ReleaseDate","","","Conflict","CodeConflict",0,0,"","数据库番号 FC2-PPV-2486345_3 与文件重识别 FC2-PPV-2486345 不一致。"
2614,"FC2-PPV-2587718","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2587718.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2615,"FC2-PPV-2668535","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2668535.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2616,"FC2-PPV-2753411","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2753411.mp4","Actors|Poster|Fanart|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2617,"FC2-PPV-2856348","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2856348.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2618,"FC2-PPV-2858723","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2858723.mp4","Actors|Genres|Poster|Fanart|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2619,"FC2-PPV-2859176","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2859176.mp4","Actors|Poster|Fanart|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2620,"FC2-PPV-2892729","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2892729.mp4","Actors|Genres|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2621,"FC2-PPV-2899719","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2899719.mp4","Actors|Poster|Fanart|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
2622,"FC2-PPV-2924223","Z:\bcbcbcbc\ca-ES\data\未分类\FC2-PPV-2924223.mp4","Actors|Series|Director","","JavBus|MetaTube|MDC-NG","Pending","",0,0,"","只请求当前缺失字段；执行前会再次校验。"
